都道府県コード又は市区町村コード,地域コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0歳の男性,0歳の女性,1歳の男性,1歳の女性,2歳の男性,2歳の女性,3歳の男性,3歳の女性,4歳の男性,4歳の女性,5歳の男性,5歳の女性,6歳の男性,6歳の女性,7歳の男性,7歳の女性,8歳の男性,8歳の女性,9歳の男性,9歳の女性,10歳の男性,10歳の女性,11歳の男性,11歳の女性,12歳の男性,12歳の女性,13歳の男性,13歳の女性,14歳の男性,14歳の女性,15歳の男性,15歳の女性,16歳の男性,16歳の女性,17歳の男性,17歳の女性,18歳の男性,18歳の女性,19歳の男性,19歳の女性,20歳の男性,20歳の女性,21歳の男性,21歳の女性,22歳の男性,22歳の女性,23歳の男性,23歳の女性,24歳の男性,24歳の女性,25歳の男性,25歳の女性,26歳の男性,26歳の女性,27歳の男性,27歳の女性,28歳の男性,28歳の女性,29歳の男性,29歳の女性,30歳の男性,30歳の女性,31歳の男性,31歳の女性,32歳の男性,32歳の女性,33歳の男性,33歳の女性,34歳の男性,34歳の女性,35歳の男性,35歳の女性,36歳の男性,36歳の女性,37歳の男性,37歳の女性,38歳の男性,38歳の女性,39歳の男性,39歳の女性,40歳の男性,40歳の女性,41歳の男性,41歳の女性,42歳の男性,42歳の女性,43歳の男性,43歳の女性,44歳の男性,44歳の女性,45歳の男性,45歳の女性,46歳の男性,46歳の女性,47歳の男性,47歳の女性,48歳の男性,48歳の女性,49歳の男性,49歳の女性,50歳の男性,50歳の女性,51歳の男性,51歳の女性,52歳の男性,52歳の女性,53歳の男性,53歳の女性,54歳の男性,54歳の女性,55歳の男性,55歳の女性,56歳の男性,56歳の女性,57歳の男性,57歳の女性,58歳の男性,58歳の女性,59歳の男性,59歳の女性,60歳の男性,60歳の女性,61歳の男性,61歳の女性,62歳の男性,62歳の女性,63歳の男性,63歳の女性,64歳の男性,64歳の女性,65歳の男性,65歳の女性,66歳の男性,66歳の女性,67歳の男性,67歳の女性,68歳の男性,68歳の女性,69歳の男性,69歳の女性,70歳の男性,70歳の女性,71歳の男性,71歳の女性,72歳の男性,72歳の女性,73歳の男性,73歳の女性,74歳の男性,74歳の女性,75歳の男性,75歳の女性,76歳の男性,76歳の女性,77歳の男性,77歳の女性,78歳の男性,78歳の女性,79歳の男性,79歳の女性,80歳の男性,80歳の女性,81歳の男性,81歳の女性,82歳の男性,82歳の女性,83歳の男性,83歳の女性,84歳の男性,84歳の女性,85歳の男性,85歳の女性,86歳の男性,86歳の女性,87歳の男性,87歳の女性,88歳の男性,88歳の女性,89歳の男性,89歳の女性,90歳の男性,90歳の女性,91歳の男性,91歳の女性,92歳の男性,92歳の女性,93歳の男性,93歳の女性,94歳の男性,94歳の女性,95歳の男性,95歳の女性,96歳の男性,96歳の女性,97歳の男性,97歳の女性,98歳の男性,98歳の女性,99歳の男性,99歳の女性,100歳の男性,100歳の女性,101歳の男性,101歳の女性,102歳の男性,102歳の女性,103歳の男性,103歳の女性,104歳の男性,104歳の女性,105歳以上の男性,105歳以上の女性,世帯数,備考
131199,230,東京都,板橋区,2022/12/31,大谷口北町,6256,3073,3183,14,19,17,15,20,17,19,17,15,19,20,18,20,22,23,14,30,23,29,21,26,24,21,22,21,22,15,22,18,26,18,17,24,14,25,25,27,29,28,20,33,22,37,41,36,42,36,60,51,71,42,56,56,52,40,52,42,66,43,40,54,48,53,46,50,42,44,36,41,31,37,43,46,47,47,50,42,35,40,37,36,45,49,35,58,41,34,41,40,38,46,32,51,44,47,49,48,53,57,36,54,55,57,37,51,50,43,56,44,39,44,45,31,31,48,42,48,38,49,50,40,40,47,37,37,29,38,26,37,28,37,33,27,29,27,19,24,32,33,32,31,30,32,31,38,36,37,49,31,32,35,46,14,29,27,30,26,26,25,41,14,45,29,31,25,35,11,31,13,25,19,21,15,32,21,25,13,20,10,11,5,15,6,11,6,13,2,8,2,4,1,7,1,3,1,2,0,1,0,6,1,0,0,1,0,0,0,1,0,0,0,0,3464,
131199,241,東京都,板橋区,2022/12/31,大谷口一丁目,2133,1115,1018,8,4,4,7,4,5,9,6,3,13,10,7,8,6,2,7,6,5,4,8,8,5,6,8,6,5,5,7,10,3,3,4,5,3,9,9,5,3,13,7,13,9,9,11,14,13,17,15,24,12,20,16,34,23,24,18,27,19,26,13,18,23,23,16,26,15,13,11,15,19,23,14,18,12,16,16,14,15,20,14,18,15,15,19,17,10,12,11,24,12,9,14,18,14,8,7,16,12,15,10,17,11,18,13,17,12,15,14,13,13,17,18,8,9,13,8,9,15,15,13,9,12,11,10,10,7,15,4,2,11,10,13,16,11,12,10,12,13,13,15,18,9,13,11,16,10,9,11,9,14,15,15,9,12,11,15,7,10,13,7,5,12,10,14,6,10,5,10,10,8,5,6,4,7,4,10,6,6,4,8,2,7,2,3,1,4,1,5,0,5,1,2,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1274,
131199,242,東京都,板橋区,2022/12/31,大谷口二丁目,3667,1837,1830,10,10,10,9,20,12,10,12,10,14,11,9,9,13,19,6,16,11,9,8,12,8,19,11,14,12,10,8,13,17,13,10,15,14,14,19,13,15,18,14,19,13,21,23,28,21,34,29,26,19,33,33,23,38,31,34,34,37,34,20,33,27,21,20,19,27,20,26,34,30,27,25,23,23,26,22,23,23,22,21,25,18,36,29,24,32,27,15,30,21,32,21,26,24,27,27,32,35,27,21,23,25,31,23,27,18,31,30,30,16,21,30,24,30,34,22,20,25,24,31,25,20,24,22,30,21,16,26,24,18,18,19,17,18,16,26,19,11,24,17,17,17,25,21,21,26,25,25,25,21,22,20,16,12,11,19,8,14,11,16,11,20,9,16,8,17,10,18,10,15,11,13,5,14,3,17,3,10,6,18,11,12,1,6,0,11,1,4,0,6,3,1,3,2,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2032,
131199,251,東京都,板橋区,2022/12/31,向原一丁目,2354,1149,1205,15,9,14,3,13,9,7,5,11,11,9,12,6,12,11,10,13,7,10,10,8,9,3,12,6,4,5,10,6,15,3,6,2,6,6,6,8,7,7,9,8,7,8,13,6,18,13,12,9,12,21,14,18,21,17,27,29,23,23,20,23,18,15,16,17,17,25,23,21,20,15,27,16,20,23,22,11,24,24,23,17,14,18,21,29,13,24,14,10,22,28,16,18,19,27,27,14,28,21,18,16,14,24,13,16,14,8,15,17,23,20,12,12,11,14,18,15,13,17,16,11,12,15,12,11,17,13,19,17,10,12,15,13,12,17,10,9,4,12,15,7,11,12,14,7,7,22,10,17,10,8,18,10,7,6,7,3,9,6,10,13,9,5,4,4,7,1,9,4,4,3,7,6,10,2,9,4,4,0,9,2,1,3,4,1,0,2,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1284,
131199,252,東京都,板橋区,2022/12/31,向原二丁目,2569,1278,1291,15,16,6,12,14,12,9,7,13,12,5,7,8,4,8,7,10,4,2,7,7,5,10,8,4,6,6,4,13,2,5,4,9,6,2,7,4,7,13,8,10,6,13,14,13,14,17,17,12,21,32,35,27,22,28,34,28,53,36,28,27,25,40,36,21,33,27,30,30,23,35,32,29,20,27,20,20,18,18,20,27,22,22,18,21,18,21,16,26,29,19,19,21,8,21,17,27,22,23,14,17,20,19,14,12,19,17,13,10,10,18,13,15,15,13,12,22,15,15,19,15,11,15,11,6,12,13,13,9,14,11,7,10,10,8,7,6,10,11,10,9,12,9,8,9,12,15,12,11,11,7,11,9,4,6,6,4,9,9,12,6,12,5,13,3,7,5,8,3,8,3,12,1,5,4,3,6,8,3,7,3,2,0,3,1,3,0,3,1,7,1,1,0,1,2,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1578,
131199,253,東京都,板橋区,2022/12/31,向原三丁目,3570,1657,1913,30,23,32,24,26,26,26,26,28,22,22,34,23,17,18,12,10,17,9,18,7,9,3,7,7,8,3,1,4,6,9,8,6,7,7,1,5,8,6,9,10,9,11,10,10,11,12,9,6,6,19,21,16,27,19,26,22,24,22,29,29,33,30,48,36,33,34,35,43,24,41,50,35,45,39,32,32,39,35,44,36,32,36,32,35,26,33,35,30,31,21,33,26,21,30,30,33,31,25,32,32,28,22,24,33,28,30,28,23,22,31,15,19,19,17,25,19,19,15,18,11,18,12,12,13,9,14,10,12,13,12,10,8,11,9,12,18,7,11,11,11,9,9,13,6,15,10,15,17,24,9,25,9,14,8,6,14,21,12,16,14,25,5,22,13,25,14,21,7,17,5,18,7,29,5,18,5,23,3,10,6,14,4,13,3,12,4,11,5,6,2,3,1,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1936,
131199,261,東京都,板橋区,2022/12/31,小茂根一丁目,4085,1880,2205,10,14,16,11,10,6,14,8,10,8,6,8,10,11,10,9,7,10,12,8,12,14,8,9,7,10,5,9,13,12,13,8,8,15,15,14,14,12,16,23,12,17,15,28,27,27,37,48,41,40,48,46,33,50,42,48,50,45,34,62,40,51,42,39,42,40,34,36,35,37,26,40,26,32,34,39,38,27,35,32,34,31,23,30,30,31,25,29,31,30,23,39,19,30,21,41,34,32,30,29,35,25,28,29,25,37,31,33,39,27,34,35,21,20,30,30,36,26,18,24,28,38,16,24,23,25,17,17,16,17,12,20,15,23,15,19,14,20,12,14,15,17,22,27,16,21,24,17,14,22,17,22,10,13,8,10,11,22,9,21,9,9,9,14,8,15,13,15,7,12,3,15,12,13,4,15,3,14,5,10,7,12,4,11,2,8,2,9,0,1,3,3,0,3,1,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2613,
131199,262,東京都,板橋区,2022/12/31,小茂根二丁目,4259,2063,2196,14,11,17,23,10,17,17,16,13,18,14,10,22,17,12,16,21,15,17,14,11,13,23,16,11,17,11,14,13,11,11,8,9,14,15,8,18,16,18,24,16,27,26,23,24,32,22,34,32,35,36,33,37,37,39,41,34,40,43,35,40,53,33,35,39,30,37,27,23,20,34,29,23,33,25,24,37,34,36,25,37,24,30,29,32,41,32,28,26,27,35,26,33,32,28,36,31,32,37,35,40,32,42,28,34,31,26,37,31,34,34,31,17,33,28,35,31,36,27,30,29,30,19,20,25,28,27,28,23,23,26,13,19,17,27,20,25,20,21,24,21,19,18,20,21,23,18,19,18,29,21,23,8,13,9,16,14,16,6,15,19,15,10,13,6,13,9,12,4,11,10,18,7,16,6,21,6,11,10,15,4,9,2,10,2,4,3,9,2,8,2,4,0,1,1,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2339,
131199,263,東京都,板橋区,2022/12/31,小茂根三丁目,2849,1404,1445,5,6,9,12,8,5,17,7,17,5,11,14,7,7,14,14,10,10,16,16,16,13,12,15,14,12,14,12,9,15,13,13,15,10,8,14,20,13,15,9,9,16,13,18,13,16,13,26,18,18,22,12,18,20,16,12,18,16,9,15,20,12,17,26,14,12,16,15,24,15,16,19,13,23,29,19,21,20,21,25,14,26,19,23,22,10,21,27,19,17,19,20,29,27,24,29,25,28,30,41,20,26,31,24,22,24,26,22,27,28,23,23,25,23,19,20,18,22,16,22,19,21,20,18,19,27,21,14,16,14,17,10,17,17,11,7,12,13,18,15,15,22,20,15,22,24,10,18,20,23,16,12,12,11,9,3,11,18,10,6,9,11,5,9,4,6,1,3,6,8,2,11,4,4,6,7,1,2,1,3,4,2,2,3,2,3,0,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,
131199,264,東京都,板橋区,2022/12/31,小茂根四丁目,3292,1519,1773,10,14,11,9,4,8,6,7,9,12,8,13,11,4,9,6,5,14,5,14,11,11,9,4,13,8,11,7,8,15,12,10,11,15,9,13,9,17,12,23,11,18,19,18,37,34,18,36,28,53,36,55,41,46,35,42,44,41,31,41,43,34,30,37,27,31,22,33,30,34,27,28,29,33,24,26,19,30,33,18,14,19,22,28,19,21,20,25,16,21,30,20,24,18,19,19,36,24,21,25,31,22,24,32,27,28,34,30,27,19,23,27,12,15,24,21,26,23,13,8,22,12,15,19,14,14,8,16,17,16,9,13,17,9,13,12,10,9,8,11,12,10,7,13,5,13,9,7,13,11,16,17,7,12,2,7,13,9,8,16,4,10,8,13,10,18,8,15,1,11,7,11,3,9,2,16,5,8,5,13,1,13,1,10,2,11,2,4,4,4,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,
131199,265,東京都,板橋区,2022/12/31,小茂根五丁目,974,486,488,2,5,8,10,8,2,5,8,8,4,7,5,7,8,4,4,3,0,2,6,1,6,8,9,2,3,3,2,4,3,4,5,10,2,4,4,5,6,3,4,4,3,3,7,7,7,4,5,3,6,9,4,6,5,4,8,4,12,7,9,7,12,15,5,7,11,5,11,11,8,12,12,10,8,14,2,6,7,5,8,9,5,6,7,5,10,9,7,8,8,9,8,10,9,11,7,15,8,6,7,7,5,7,10,8,5,6,4,7,12,13,3,6,6,8,7,5,7,5,5,7,3,7,1,3,4,8,3,1,5,3,2,0,7,5,5,6,3,1,3,0,2,3,5,3,5,1,1,6,3,1,6,3,5,0,2,4,1,2,7,3,3,2,7,1,4,0,2,3,0,2,3,3,3,3,1,1,1,0,3,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,
131199,271,東京都,板橋区,2022/12/31,常盤台一丁目,4555,2195,2360,10,13,10,18,13,7,15,12,12,16,15,19,11,18,14,19,24,13,12,26,21,10,22,22,18,16,19,14,27,17,16,14,17,12,13,16,15,15,23,14,11,15,25,26,26,19,35,36,22,54,35,41,40,38,29,26,42,41,35,31,33,33,29,22,35,30,33,23,35,31,28,33,25,33,24,27,28,24,27,29,31,42,28,25,35,37,32,33,36,29,49,49,36,32,46,32,33,36,39,39,30,42,41,34,31,39,42,28,29,31,29,37,37,27,29,36,27,31,29,30,47,25,21,31,20,30,24,18,32,27,28,33,20,23,21,18,21,17,19,30,22,17,26,20,21,21,28,33,24,30,28,37,21,26,12,18,13,26,19,18,7,18,18,30,10,17,6,20,11,18,13,21,6,18,10,15,7,18,3,14,8,12,1,9,3,10,4,7,3,8,1,3,3,2,1,4,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,2609,
131199,272,東京都,板橋区,2022/12/31,常盤台二丁目,1956,915,1041,7,6,6,10,3,8,6,6,2,5,8,3,10,8,6,7,12,10,11,6,6,10,6,8,11,7,6,5,9,9,10,7,8,6,9,7,3,6,10,10,14,10,7,12,8,10,5,9,9,16,11,13,12,10,15,10,17,26,11,8,8,12,14,13,8,11,6,11,18,12,9,15,14,13,9,12,10,6,11,14,15,11,6,11,8,12,9,9,22,10,16,21,15,15,14,19,14,14,15,14,14,13,12,16,12,17,14,11,12,15,18,13,8,8,12,11,13,14,12,8,13,5,12,16,11,13,7,3,11,6,6,14,12,5,7,13,7,12,9,16,9,15,7,18,12,13,19,16,18,21,17,18,11,11,9,13,8,12,13,16,10,11,5,9,5,5,3,6,7,9,9,12,6,16,6,10,6,6,3,11,3,7,1,7,1,4,0,3,3,5,0,5,2,1,0,2,1,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1030,
131199,273,東京都,板橋区,2022/12/31,常盤台三丁目,3241,1540,1701,8,15,10,15,10,11,13,9,10,11,9,6,16,9,7,8,14,10,14,8,14,10,12,9,6,6,11,4,7,6,12,9,6,9,10,15,7,5,9,10,14,14,17,25,15,21,18,38,31,28,24,41,26,41,21,34,25,29,30,33,24,33,30,28,20,22,16,24,15,23,34,26,17,22,23,19,15,22,32,29,22,20,13,19,15,21,28,18,17,25,28,22,20,14,21,17,25,25,23,20,31,26,22,21,20,29,28,19,26,31,26,24,22,12,21,16,21,15,22,16,22,18,15,16,15,13,20,16,17,20,14,19,21,10,10,15,15,17,15,24,21,16,26,21,14,24,21,15,20,18,20,20,14,15,6,6,11,16,23,16,12,27,10,15,9,18,8,12,7,15,5,14,3,16,8,17,6,13,4,16,3,8,5,13,2,5,3,3,3,10,3,1,1,7,2,3,1,0,0,2,0,2,2,0,0,0,0,1,0,0,0,1,1932,
131199,274,東京都,板橋区,2022/12/31,常盤台四丁目,2532,1202,1330,14,5,6,10,10,5,11,4,13,6,3,9,9,3,9,3,9,10,4,8,9,11,7,9,11,10,10,10,10,6,11,4,2,10,4,4,6,8,8,8,11,12,9,17,12,18,12,23,25,20,21,23,12,30,24,32,17,20,15,27,26,19,25,21,23,25,21,18,13,22,15,18,10,17,19,22,11,20,13,16,20,15,21,17,19,16,13,17,14,31,18,14,21,23,18,21,17,20,25,17,23,16,19,19,26,21,14,16,22,16,17,22,10,7,15,16,21,18,13,14,15,10,24,18,20,13,14,14,14,14,13,7,9,7,7,17,16,14,9,10,11,9,7,17,20,17,11,17,17,19,15,30,11,11,10,18,8,10,9,20,10,13,12,9,8,12,8,9,6,8,7,8,5,10,5,4,5,7,2,5,4,7,1,6,1,3,0,3,1,6,0,3,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,
131199,281,東京都,板橋区,2022/12/31,南常盤台一丁目,4014,1861,2153,14,14,9,14,8,10,10,6,6,8,11,5,12,8,11,8,10,13,8,10,11,3,4,10,7,8,10,9,9,10,8,8,5,8,14,6,18,10,14,14,8,15,18,26,23,43,39,54,40,62,49,60,45,72,46,68,36,61,38,45,46,60,36,49,35,35,32,35,25,25,27,41,30,36,30,39,31,41,28,37,36,28,32,26,29,30,25,35,25,29,32,22,30,34,43,28,32,30,36,29,31,34,38,28,34,28,28,31,24,20,23,31,23,19,13,22,18,22,11,16,22,20,23,22,19,21,26,20,19,24,14,20,21,15,16,11,20,16,15,22,21,27,20,14,21,16,23,20,15,23,23,24,7,19,5,8,10,12,13,19,15,17,5,16,7,12,12,8,10,9,11,10,7,10,4,13,1,7,4,11,2,3,1,4,3,12,1,5,0,2,1,5,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2735,
131199,282,東京都,板橋区,2022/12/31,南常盤台二丁目,3267,1600,1667,10,7,10,5,9,14,8,10,15,10,6,8,13,9,13,8,18,10,10,14,9,7,5,9,12,4,7,7,13,6,7,6,8,8,12,5,8,12,12,11,13,18,17,18,40,17,28,17,28,15,25,34,19,34,25,41,28,28,28,32,34,22,24,28,30,26,21,22,21,23,23,19,21,20,25,17,23,27,23,36,29,33,29,31,28,17,25,29,24,26,22,26,21,31,19,18,25,23,29,33,23,32,24,26,19,19,25,28,23,23,40,23,17,26,19,22,24,18,19,22,17,17,21,27,23,24,15,17,20,17,14,13,11,9,12,25,22,9,13,17,19,24,25,16,22,10,17,25,18,20,19,18,17,12,8,13,16,12,12,15,14,13,9,21,11,10,4,11,5,11,5,8,6,13,0,6,5,9,3,8,3,15,4,7,2,4,1,3,2,7,0,3,0,2,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1990,
131199,291,東京都,板橋区,2022/12/31,東新町一丁目,5159,2519,2640,11,14,17,14,16,15,14,17,11,17,23,14,13,21,22,16,17,15,23,7,28,12,7,15,16,23,21,13,16,18,23,18,22,14,11,16,24,20,22,14,22,26,21,33,35,42,50,59,35,70,63,63,57,53,47,46,49,52,46,53,42,56,34,59,35,47,38,34,48,49,39,30,47,47,32,37,35,42,34,40,39,37,31,33,45,42,36,39,35,51,42,40,40,35,47,40,51,29,29,40,43,31,36,27,28,41,32,46,50,32,43,34,25,19,32,30,38,25,32,26,18,32,28,21,26,19,15,21,20,32,19,14,16,23,24,20,35,22,35,18,16,22,27,21,25,26,25,32,21,39,29,31,15,12,14,17,26,17,15,21,23,26,19,16,18,12,7,17,9,16,9,19,9,21,13,15,7,9,7,14,10,9,3,9,3,11,5,8,4,11,2,5,2,3,0,4,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3084,
