日付,人数,都道府県名,カテゴリ
2022-04-16,43883.0,全国,新規陽性者数
2022-04-17,32462.0,全国,新規陽性者数
2022-04-18,15593.0,全国,新規陽性者数
2022-04-19,49008.0,全国,新規陽性者数
2022-04-20,49407.0,全国,新規陽性者数
2022-04-21,43462.0,全国,新規陽性者数
2022-04-22,40237.0,全国,新規陽性者数
2022-04-23,43447.0,全国,新規陽性者数
2022-04-24,33855.0,全国,新規陽性者数
2022-04-25,16682.0,全国,新規陽性者数
2022-04-26,47689.0,全国,新規陽性者数
2022-04-27,45486.0,全国,新規陽性者数
2022-04-28,38667.0,全国,新規陽性者数
2022-04-29,34805.0,全国,新規陽性者数
2022-04-30,15785.0,全国,新規陽性者数
2022-05-01,26647.0,全国,新規陽性者数
2022-05-02,14983.0,全国,新規陽性者数
2022-05-03,38970.0,全国,新規陽性者数
2022-05-04,20860.0,全国,新規陽性者数
2022-05-05,19414.0,全国,新規陽性者数
2022-05-06,18821.0,全国,新規陽性者数
2022-05-07,49583.0,全国,新規陽性者数
2022-05-08,40152.0,全国,新規陽性者数
2022-05-09,20033.0,全国,新規陽性者数
2022-05-10,49834.0,全国,新規陽性者数
2022-05-11,45415.0,全国,新規陽性者数
2022-05-12,38604.0,全国,新規陽性者数
2022-05-13,36996.0,全国,新規陽性者数
2022-05-14,39537.0,全国,新規陽性者数
2022-05-15,30594.0,全国,新規陽性者数
2022-05-16,15329.0,全国,新規陽性者数
2022-05-17,43851.0,全国,新規陽性者数
2022-05-18,42257.0,全国,新規陽性者数
2022-05-19,36788.0,全国,新規陽性者数
2022-05-20,35041.0,全国,新規陽性者数
2022-05-21,35942.0,全国,新規陽性者数
2022-05-22,26838.0,全国,新規陽性者数
2022-05-23,12821.0,全国,新規陽性者数
2022-05-24,37885.0,全国,新規陽性者数
2022-05-25,34736.0,全国,新規陽性者数
2022-05-26,28169.0,全国,新規陽性者数
2022-05-27,24963.0,全国,新規陽性者数
2022-05-28,25039.0,全国,新規陽性者数
2022-05-29,17390.0,全国,新規陽性者数
2022-05-30,8375.0,全国,新規陽性者数
2022-05-31,24867.0,全国,新規陽性者数
2022-06-01,22874.0,全国,新規陽性者数
2022-06-02,19362.0,全国,新規陽性者数
2022-06-03,17939.0,全国,新規陽性者数
2022-06-04,17948.0,全国,新規陽性者数
2022-06-05,13368.0,全国,新規陽性者数
2022-06-06,6612.0,全国,新規陽性者数
2022-06-07,20119.0,全国,新規陽性者数
2022-06-08,18256.0,全国,新規陽性者数
2022-06-09,15918.0,全国,新規陽性者数
2022-06-10,14735.0,全国,新規陽性者数
2022-06-11,15442.0,全国,新規陽性者数
2022-06-12,11877.0,全国,新規陽性者数
2022-06-13,6027.0,全国,新規陽性者数
2022-06-14,17777.0,全国,新規陽性者数
2022-06-15,16542.0,全国,新規陽性者数
2022-06-16,14869.0,全国,新規陽性者数
2022-06-17,13894.0,全国,新規陽性者数
2022-06-18,15317.0,全国,新規陽性者数
2022-06-19,11652.0,全国,新規陽性者数
2022-06-20,5737.0,全国,新規陽性者数
2022-06-21,18270.0,全国,新規陽性者数
2022-06-22,17290.0,全国,新規陽性者数
2022-06-23,16113.0,全国,新規陽性者数
2022-06-24,14910.0,全国,新規陽性者数
2022-06-25,16538.0,全国,新規陽性者数
2022-06-26,13018.0,全国,新規陽性者数
2022-06-27,7204.0,全国,新規陽性者数
2022-06-28,23103.0,全国,新規陽性者数
2022-06-29,23836.0,全国,新規陽性者数
2022-06-30,23008.0,全国,新規陽性者数
2022-07-01,23131.0,全国,新規陽性者数
2022-07-02,24885.0,全国,新規陽性者数
2022-07-03,23269.0,全国,新規陽性者数
2022-07-04,16791.0,全国,新規陽性者数
2022-07-05,36167.0,全国,新規陽性者数
2022-07-06,45797.0,全国,新規陽性者数
2022-07-07,47961.0,全国,新規陽性者数
2022-07-08,50082.0,全国,新規陽性者数
2022-07-09,54993.0,全国,新規陽性者数
2022-07-10,54046.0,全国,新規陽性者数
2022-07-11,37124.0,全国,新規陽性者数
2022-07-12,75995.0,全国,新規陽性者数
2022-07-13,94466.0,全国,新規陽性者数
2022-07-14,97768.0,全国,新規陽性者数
2022-07-15,103287.0,全国,新規陽性者数
2022-07-16,110660.0,全国,新規陽性者数
2022-07-17,105550.0,全国,新規陽性者数
2022-07-18,76164.0,全国,新規陽性者数
2022-07-19,66725.0,全国,新規陽性者数
2022-07-20,152495.0,全国,新規陽性者数
2022-07-21,186209.0,全国,新規陽性者数
2022-07-22,195136.0,全国,新規陽性者数
2022-07-23,200937.0,全国,新規陽性者数
2022-07-24,176517.0,全国,新規陽性者数
2022-07-25,126535.0,全国,新規陽性者数
2022-07-26,196453.0,全国,新規陽性者数
2022-07-27,209657.0,全国,新規陽性者数
2022-07-28,233066.0,全国,新規陽性者数
2022-07-29,221409.0,全国,新規陽性者数
2022-07-30,222274.0,全国,新規陽性者数
2022-07-31,197750.0,全国,新規陽性者数
2022-08-01,139668.0,全国,新規陽性者数
2022-08-02,211040.0,全国,新規陽性者数
2022-08-03,249805.0,全国,新規陽性者数
2022-08-04,238710.0,全国,新規陽性者数
2022-08-05,233730.0,全国,新規陽性者数
2022-08-06,227536.0,全国,新規陽性者数
2022-08-07,206463.0,全国,新規陽性者数
2022-08-08,137826.0,全国,新規陽性者数
2022-08-09,212531.0,全国,新規陽性者数
2022-08-10,250377.0,全国,新規陽性者数
2022-08-11,240169.0,全国,新規陽性者数
2022-08-12,168793.0,全国,新規陽性者数
2022-08-13,183587.0,全国,新規陽性者数
2022-08-14,178329.0,全国,新規陽性者数
2022-08-15,138577.0,全国,新規陽性者数
2022-08-16,166174.0,全国,新規陽性者数
2022-08-17,231472.0,全国,新規陽性者数
2022-08-18,255508.0,全国,新規陽性者数
2022-08-19,261004.0,全国,新規陽性者数
2022-08-20,253248.0,全国,新規陽性者数
2022-08-21,226128.0,全国,新規陽性者数
2022-08-22,141018.0,全国,新規陽性者数
2022-08-23,208516.0,全国,新規陽性者数
2022-08-24,243451.0,全国,新規陽性者数
2022-08-25,220917.0,全国,新規陽性者数
2022-08-26,192377.0,全国,新規陽性者数
2022-08-27,180125.0,全国,新規陽性者数
2022-08-28,157788.0,全国,新規陽性者数
2022-08-29,95898.0,全国,新規陽性者数
2022-08-30,152529.0,全国,新規陽性者数
2022-08-31,169771.0,全国,新規陽性者数
2022-09-01,149868.0,全国,新規陽性者数
2022-09-02,128691.0,全国,新規陽性者数
2022-09-03,123072.0,全国,新規陽性者数
2022-09-04,107781.0,全国,新規陽性者数
2022-09-05,68019.0,全国,新規陽性者数
2022-09-06,112175.0,全国,新規陽性者数
2022-09-07,129771.0,全国,新規陽性者数
2022-09-08,112391.0,全国,新規陽性者数
2022-09-09,99474.0,全国,新規陽性者数
2022-09-10,92721.0,全国,新規陽性者数
2022-09-11,81470.0,全国,新規陽性者数
2022-09-12,52897.0,全国,新規陽性者数
2022-09-13,87548.0,全国,新規陽性者数
2022-09-14,100249.0,全国,新規陽性者数
2022-09-15,85851.0,全国,新規陽性者数
2022-09-16,75931.0,全国,新規陽性者数
2022-09-17,70964.0,全国,新規陽性者数
2022-09-18,64018.0,全国,新規陽性者数
2022-09-19,38048.0,全国,新規陽性者数
2022-09-20,31738.0,全国,新規陽性者数
2022-09-21,69821.0,全国,新規陽性者数
2022-09-22,77371.0,全国,新規陽性者数
2022-09-23,63849.0,全国,新規陽性者数
2022-09-24,39198.0,全国,新規陽性者数
2022-09-25,46766.0,全国,新規陽性者数
2022-09-26,43563.0,全国,新規陽性者数
2022-09-27,40490.0,全国,新規陽性者数
2022-09-28,49860.0,全国,新規陽性者数
2022-09-29,42228.0,全国,新規陽性者数
2022-09-30,36725.0,全国,新規陽性者数
2022-10-01,35428.0,全国,新規陽性者数
2022-10-02,29527.0,全国,新規陽性者数
2022-10-03,15189.0,全国,新規陽性者数
2022-10-04,39611.0,全国,新規陽性者数
2022-10-05,41094.0,全国,新規陽性者数
2022-10-06,33544.0,全国,新規陽性者数
2022-10-07,29877.0,全国,新規陽性者数
2022-10-08,26785.0,全国,新規陽性者数
2022-10-09,22731.0,全国,新規陽性者数
2022-10-10,13054.0,全国,新規陽性者数
2022-10-11,13149.0,全国,新規陽性者数
2022-10-12,45581.0,全国,新規陽性者数
2022-10-13,45735.0,全国,新規陽性者数
2022-10-14,36586.0,全国,新規陽性者数
2022-10-15,34992.0,全国,新規陽性者数
2022-10-16,29698.0,全国,新規陽性者数
2022-10-17,15400.0,全国,新規陽性者数
2022-10-18,42364.0,全国,新規陽性者数
2022-10-19,43596.0,全国,新規陽性者数
2022-10-20,36158.0,全国,新規陽性者数
2022-10-21,32017.0,全国,新規陽性者数
2022-10-22,33844.0,全国,新規陽性者数
2022-10-23,30871.0,全国,新規陽性者数
2022-10-24,16851.0,全国,新規陽性者数
2022-10-25,47794.0,全国,新規陽性者数
2022-10-26,50363.0,全国,新規陽性者数
2022-10-27,42593.0,全国,新規陽性者数
2022-10-28,39380.0,全国,新規陽性者数
2022-10-29,44552.0,全国,新規陽性者数
2022-10-30,40668.0,全国,新規陽性者数
2022-10-31,22404.0,全国,新規陽性者数
2022-11-01,65409.0,全国,新規陽性者数
2022-11-02,70475.0,全国,新規陽性者数
2022-11-03,67729.0,全国,新規陽性者数
2022-11-04,34109.0,全国,新規陽性者数
2022-11-05,74352.0,全国,新規陽性者数
2022-11-06,66584.0,全国,新規陽性者数
