年,区名,当落,得票数,氏名,よみ,年齢,性別,党派,新旧,主な肩書き,得票率%,略称党名,党順序,自治体コード
2019,台東,当,1292,松村　智成,まつむら　ともなり,45,男,無所属,新,自営業,1.893,無所属,11,131067
2019,台東,落,1116,阿部　光利,あべ　みつとし,62,男,無所属,現,区議会議員,1.635,無所属,11,131067
2019,台東,落,1093,冨永　龍司,とみなが　りゅうじ,54,男,無所属,現,区議会議員,1.602,無所属,11,131067
2019,台東,落,270,本城　淳,ほんじょう　あつし,48,男,無所属,新,会社員,0.396,無所属,11,131067
2019,台東,落,129,[本人希望で削除],,47,男,無所属,新,団体役員,0.189,無所属,11,131067
2011,台東,当,2181.758,スズキ　イチロー,すずき　いちろー,58,男,みんな,新,会社経営,3.06,諸派,99,131067
2011,台東,当,1808,阿部　光利,あべ　みつとし,54,男,みんな,新,会社経営,2.536,諸派,99,131067
2015,台東,当,4425,保坂　真宏,ほさか　まさひろ,41,男,自民,新,,6.634,自民,1,131067
2015,台東,当,2692.742,鈴木　純,すずき　じゅん,32,男,自民,現,,4.037,自民,1,131067
2015,台東,当,1978,小島　智史,こじま　さとし,31,男,自民,新,,2.965,自民,1,131067
2015,台東,当,1829,太田　雅久,おおた　まさひさ,58,男,自民,現,,2.742,自民,1,131067
2015,台東,当,1720,高森　喜美子,たかもり　きみこ,65,女,自民,現,,2.578,自民,1,131067
2015,台東,当,1667,望月　元美,もちづき　もとみ,47,女,自民,現,,2.499,自民,1,131067
2015,台東,当,1496,和泉　浩司,いずみ　ひろし,58,男,自民,現,,2.243,自民,1,131067
2015,台東,当,1399,石川　義弘,いしかわ　よしひろ,61,男,自民,現,,2.097,自民,1,131067
2015,台東,当,1366,石塚　猛,いしづか　たけし,68,男,自民,現,,2.048,自民,1,131067
2015,台東,当,1335,寺井　康芳,てらい　やすよし,69,男,自民,現,,2.001,自民,1,131067
2015,台東,落,1065,村上　浩一郎,むらかみ　こういちろう,57,男,自民,新,,1.597,自民,1,131067
2015,台東,落,680,藤目　裕久,ふじめ　ひろひさ,60,男,自民,新,,1.019,自民,1,131067
2011,台東,当,3049.241,鈴木　純,すずき　じゅん,28,男,自民,新,無職,4.277,自民,1,131067
2011,台東,当,2394,太田　雅久,おおた　まさひさ,54,男,自民,現,区議会議員,3.358,自民,1,131067
2011,台東,当,2347,寺井　康芳,てらい　やすよし,65,男,自民,現,区議会議員,3.292,自民,1,131067
2011,台東,当,2096,石川　義弘,いしかわ　よしひろ,57,男,自民,現,歯科医,2.94,自民,1,131067
2011,台東,当,1883,高森　喜美子,たかもり　きみこ,61,女,自民,現,区議会議員,2.641,自民,1,131067
2011,台東,当,1881,石塚　猛,いしづか　たけし,64,男,自民,現,区議会議員,2.638,自民,1,131067
2011,台東,当,1815,望月　元美,もちづき　もとみ,43,女,自民,新,主婦,2.546,自民,1,131067
2011,台東,当,1705.451,和泉　浩司,いずみ　ひろし,54,男,自民,現,区議会議員,2.392,自民,1,131067
2011,台東,落,1282,村上　浩一郎,むらかみ　こういちろう,53,男,自民,新,会社員,1.798,自民,1,131067
2011,台東,落,1077,諸泉　良明,もろいずみ　よしあき,51,男,自民,新,会社経営,1.511,自民,1,131067
2019,台東,当,2312,望月　元美,もちづき　もとみ,51,女,自民,現,区議会議員,3.388,自民,1,131067
2019,台東,当,2134.667,鈴木　純,すずき　じゅん,36,男,自民,現,区議会議員,3.128,自民,1,131067
2019,台東,当,1855,太田　雅久,おおた　まさひさ,62,男,自民,現,区議会議員,2.718,自民,1,131067
2019,台東,当,1587,和泉　浩司,いずみ　ひろし,62,男,自民,元,自営業,2.326,自民,1,131067
2019,台東,当,1519,拝野　健,はいの　けん,33,男,自民,新,政党役員,2.226,自民,1,131067
2019,台東,当,1515,石塚　猛,いしづか　たけし,72,男,自民,現,区議会議員,2.22,自民,1,131067
2019,台東,当,1421,石川　義弘,いしかわ　よしひろ,65,男,自民,現,歯科医師,2.082,自民,1,131067
2019,台東,当,1390,高森　喜美子,たかもり　きみこ,69,女,自民,現,区議会議員,2.037,自民,1,131067
2019,台東,当,1161,岡田　勇一郎,おかだ　ゆういちろう,40,男,自民,新,会社役員,1.701,自民,1,131067
2019,台東,落,1157,小島　智史,こじま　さとし,35,男,自民,現,区議会議員,1.696,自民,1,131067
2019,台東,落,1086,君塚　裕史,きみづか　ひろふみ,67,男,自民,現,区議会議員,1.591,自民,1,131067
2019,台東,落,1084,大浦　美鈴,おおうら　みすず,58,女,自民,新,協会理事,1.589,自民,1,131067
2019,台東,落,1021,高山　就造,たかやま　しゅうぞう,30,男,自民,新,無職,1.496,自民,1,131067
2019,台東,落,937,対馬　充彦,つしま　みつひこ,39,男,自民,新,無職,1.373,自民,1,131067
2015,台東,当,2429.957,伊藤　延子,いとう　のぶこ,62,女,共産,新,,3.643,共産,5,131067
2015,台東,当,1986,秋間　洋,あきま　ひろし,56,男,共産,現,,2.977,共産,5,131067
2015,台東,当,1976.477,小高　明,おだか　あきら,66,男,共産,現,,2.963,共産,5,131067
2015,台東,当,1693.353,鈴木　昇,すずき　のぼる,42,男,共産,新,,2.539,共産,5,131067
2011,台東,当,2183,茂木　孝孔,もてぎ　たかよし,63,男,共産,現,区議会議員,3.062,共産,5,131067
2011,台東,当,2073.548,秋間　洋,あきま　ひろし,52,男,共産,現,政党役員,2.908,共産,5,131067
2011,台東,当,1580,橋詰　高志,はしづめ　たかし,54,男,共産,現,政党役員,2.216,共産,5,131067
2011,台東,当,1486,小高　明,おだか　あきら,62,男,共産,新,政党役員,2.084,共産,5,131067
2019,台東,当,2496.594,伊藤　延子,いとう　のぶこ,66,女,共産,現,区議会議員,3.659,共産,5,131067
2019,台東,当,1960,秋間　洋,あきま　ひろし,60,男,共産,現,区議会議員,2.872,共産,5,131067
2019,台東,当,1583,山口　銀次郎,やまぐち　ぎんじろう,31,男,共産,新,政党役員,2.32,共産,5,131067
2019,台東,当,1524.332,鈴木　昇,すずき　のぼる,46,男,共産,現,区議会議員,2.234,共産,5,131067
2015,台東,当,3138,本目　さよ,ほんめ　さよ,33,女,民主,現,,4.704,民主,80,131067
2015,台東,当,2153,青柳　雅之,あおやぎ　まさゆき,46,男,民主,現,,3.228,民主,80,131067
2015,台東,当,1853,河野　純之佐,こうの　じゅんのすけ,59,男,民主,現,,2.778,民主,80,131067
2015,台東,当,1611,水島　道徳,みずしま　みちのり,50,男,民主,現,,2.415,民主,80,131067
2015,台東,当,1158.614,伊藤　万太郎,いとう　まんたろう,68,男,民主,現,,1.737,民主,80,131067
2011,台東,当,2367,河野　純之佐,こうの　じゅんのすけ,55,男,民主,現,区議会議員,3.32,民主,80,131067
2011,台東,当,2210,本目　さよ,ほんめ　さよ,29,女,民主,新,会社員,3.1,民主,80,131067
2011,台東,当,1874,木村　肇,きむら　はじめ,69,男,民主,現,政党役員,2.628,民主,80,131067
2011,台東,当,1675,木下　悦希,きのした　えつき,62,男,民主,現,区議会議員,2.349,民主,80,131067
2011,台東,当,1576,青柳　雅之,あおやぎ　まさゆき,42,男,民主,現,区議会議員,2.21,民主,80,131067
2011,台東,当,1372,伊藤　萬太郎,いとう　まんたろう,64,男,民主,現,区議会議員,1.924,民主,80,131067
2011,台東,当,1346,水島　道徳,みずしま　みちのり,46,男,民主,現,区議会議員,1.888,民主,80,131067
2011,台東,落,1152,成沢　敬,なるさわ　たかし,49,男,民主,現,区議会議員,1.616,民主,80,131067
2011,台東,落,1124,堀井　修,ほりい　おさむ,58,男,民主,新,警備会社役員,1.576,民主,80,131067
2015,台東,当,2166.522,寺田　晃,てらだ　あきら,51,男,公明,現,,3.248,公明,4,131067
2015,台東,当,1984,小菅　千保子,こすげ　ちほこ,60,女,公明,現,,2.974,公明,4,131067
2015,台東,当,1813.427,松尾　伸子,まつお　のぶこ,50,女,公明,現,,2.719,公明,4,131067
2015,台東,当,1691,小坂　義久,こさか　よしひさ,52,男,公明,現,,2.535,公明,4,131067
2015,台東,当,1658,中沢　史夫,なかざわ　ふみお,48,男,公明,新,,2.486,公明,4,131067
2011,台東,当,2252,小菅　千保子,こすげ　ちほこ,56,女,公明,現,区議会議員,3.159,公明,4,131067
2011,台東,当,2054,寺田　晃,てらだ　あきら,47,男,公明,新,無職,2.881,公明,4,131067
2011,台東,当,1984,松尾　伸子,まつお　のぶこ,46,女,公明,新,無職,2.783,公明,4,131067
2011,台東,当,1908,清水　恒一郎,しみず　こういちろう,61,男,公明,現,区議会議員,2.676,公明,4,131067
2011,台東,当,1901,小坂　義久,こさか　よしひさ,48,男,公明,現,区議会議員,2.666,公明,4,131067
2019,台東,当,2142,寺田　晃,てらだ　あきら,55,男,公明,現,区議会議員,3.139,公明,4,131067
2019,台東,当,2133,小菅　千保子,こすげ　ちほこ,64,女,公明,現,区議会議員,3.126,公明,4,131067
2019,台東,当,1867,小坂　義久,こさか　よしひさ,56,男,公明,現,区議会議員,2.736,公明,4,131067
2019,台東,当,1738,中沢　史夫,なかざわ　ふみお,52,男,公明,現,区議会議員,2.547,公明,4,131067
2019,台東,当,1700.405,松尾　伸子,まつお　のぶこ,54,女,公明,現,区議会議員,2.492,公明,4,131067
2015,台東,落,652,村野　太治,むらの　たいじ,36,男,社民,新,,0.977,社民,8,131067
2011,台東,落,418,野木　正治,のぎ　まさはる,53,男,社民,新,派遣社員,0.586,社民,8,131067
2015,台東,当,1167,阿部　光利,あべ　みつとし,58,男,維新,現,,1.749,維新,3,131067
2015,台東,落,715,津野　忠彦,つの　ただひこ,51,男,維新,新,,1.072,維新,3,131067
2019,台東,当,1873,中嶋　恵,なかじま　めぐみ,41,女,立憲,新,会社員,2.745,立憲,2,131067
2019,台東,当,1806,河井　一晃,かわい　かずあき,50,男,立憲,新,会社役員,2.647,立憲,2,131067
2019,台東,当,1656,掛川　暁生,かけがわ　あきなり,38,男,NHKから国民を守る党,新,会社員,2.427,NHK,9,131067
2019,台東,当,2014,河野　純之佐,こうの　じゅんのすけ,63,男,国民,現,区議会議員,2.951,国民,6,131067
2019,台東,当,1415,青柳　雅之,あおやぎ　まさゆき,50,男,国民,現,区議会議員,2.074,国民,6,131067
2019,台東,当,1234,水島　道徳,みずしま　みちのり,54,男,国民,現,区議会議員,1.808,国民,6,131067
2019,台東,当,2564,中村　謙治郎,なかむら　けんじろう,41,男,都ファ,新,会社役員,3.757,諸派,99,131067
2019,台東,当,1526,村上　浩一郎,むらかみ　こういちろう,61,男,都ファ,新,会社役員,2.236,諸派,99,131067
